Experiment: Yurokovisky2013-Exp3
clock canister desk cooker 	
clock canister desk cooker 	
clock canister desk cooker 	
clock canister desk cooker 	
bowl clock fork canister 	
bowl clock fork canister 	
bowl clock fork canister 	
bowl clock fork canister 	
cooker refrigerator bowl clock 	
cooker refrigerator bowl clock 	
cooker refrigerator bowl clock 	
cooker refrigerator bowl clock 	
refrigerator bowl cooker refrigerator 	
refrigerator bowl cooker refrigerator 	
refrigerator bowl cooker refrigerator 	
refrigerator bowl cooker refrigerator 	
desk cooker door clock 	
desk cooker door clock 	
desk cooker door clock 	
desk cooker door clock 	
door desk sofa bed 	
door desk sofa bed 	
door desk sofa bed 	
door desk sofa bed 	
clock sofa computer desk 	
clock sofa computer desk 	
clock sofa computer desk 	
clock sofa computer desk 	
sofa computer chair desk 	
sofa computer chair desk 	
sofa computer chair desk 	
sofa computer chair desk 	
computer door refrigerator sofa 	
computer door refrigerator sofa 	
computer door refrigerator sofa 	
computer door refrigerator sofa 	
cooker sofa canister door 	
cooker sofa canister door 	
cooker sofa canister door 	
cooker sofa canister door 	
sofa fork clock computer 	
sofa fork clock computer 	
sofa fork clock computer 	
sofa fork clock computer 	
desk refrigerator goblet chair 	
desk refrigerator goblet chair 	
desk refrigerator goblet chair 	
desk refrigerator goblet chair 	
canister mixer cooker fork 	
canister mixer cooker fork 	
canister mixer cooker fork 	
canister mixer cooker fork 	
bed chair refrigerator shaker 	
bed chair refrigerator shaker 	
bed chair refrigerator shaker 	
bed chair refrigerator shaker 	
crib bowl mixer computer 	
crib bowl mixer computer 	
crib bowl mixer computer 	
crib bowl mixer computer 	
fork bed computer blender 	
fork bed computer blender 	
fork bed computer blender 	
fork bed computer blender 	
mat shaker bed crib 	
mat shaker bed crib 	
mat shaker bed crib 	
mat shaker bed crib 	
chair mat blender goblet 	
chair mat blender goblet 	
chair mat blender goblet 	
chair mat blender goblet 	
mat door bed crib 	
mat door bed crib 	
mat door bed crib 	
mat door bed crib 	
bowl mixer goblet canister 	
bowl mixer goblet canister 	
bowl mixer goblet canister 	
bowl mixer goblet canister 	
mat crib door blender 	
mat crib door blender 	
mat crib door blender 	
mat crib door blender 	
blender shaker bowl shaker 	
blender shaker bowl shaker 	
blender shaker bowl shaker 	
blender shaker bowl shaker 	
bed crib mixer fork 	
bed crib mixer fork 	
bed crib mixer fork 	
bed crib mixer fork 	
chair goblet mat shaker 	
chair goblet mat shaker 	
chair goblet mat shaker 	
chair goblet mat shaker 	
blender fork goblet mixer 	
blender fork goblet mixer 	
blender fork goblet mixer 	
blender fork goblet mixer 	
canister goblet crib chair 	
canister goblet crib chair 	
canister goblet crib chair 	
canister goblet crib chair 	
shaker mixer mat blender 	
shaker mixer mat blender 	
shaker mixer mat blender 	
shaker mixer mat blender 	

bed     -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
3-bed     	J-30:	0.99975	1.00000	0.99844	0.99994	0.29676	0.33804	0.80820
3-desk-2  	J-30:	0.99969	0.99968	0.99844	0.99992	0.29676	0.33804	0.80820
4-cooker-1	J-30:	0.99966	0.99935	0.99846	0.99997	0.64667	0.18738	0.69787
0-chair   	J-30:	0.99965	0.99967	0.99866	0.99986	0.34151	0.35754	0.71823


chair   -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
5-bowl    	J-50:	0.99966	1.00000	0.99744	0.99974	0.78987	0.21241	0.59885
1-computer	J-50:	0.99949	1.00000	0.99811	0.99955	0.35217	0.25676	0.80836
0-chair   	J-50:	0.99948	0.99967	0.99763	0.99983	0.34151	0.35754	0.71823
0-cooker-2	J-50:	0.99948	0.99975	0.99763	0.99980	0.34151	0.35754	0.71823


bowl    -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
5-bowl    	J-6:	0.99980	1.00000	0.99832	0.99988	0.78987	0.21241	0.59885
3-clock-2 	J-6:	0.99965	0.99955	0.99858	0.99986	0.29676	0.33804	0.80820
3-clock-1 	J-6:	0.99963	0.99929	0.99858	0.99989	0.29676	0.33804	0.80820
0-fork    	J-6:	0.99958	0.99969	0.99843	0.99979	0.34151	0.35754	0.71823


fork    -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
4-computer	J-53:	0.99979	1.00000	0.99784	0.99991	0.64667	0.18738	0.69787
2-fork    	J-53:	0.99969	0.99966	0.99874	0.99982	0.34855	0.25834	0.81817
2-refriger	J-53:	0.99967	0.99972	0.99874	0.99979	0.34855	0.25834	0.81817
0-door    	J-53:	0.99944	0.99950	0.99784	0.99977	0.34151	0.35754	0.71823


door    -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
4-refriger	J-56:	0.99954	0.99937	0.99783	0.99984	0.64667	0.18738	0.69787
2-sofa-1  	J-56:	0.99950	1.00000	0.99685	0.99974	0.34855	0.25834	0.81817
0-canister	J-56:	0.99934	0.99999	0.99665	0.99974	0.34151	0.35754	0.71823
0-door    	J-56:	0.99925	0.99950	0.99665	0.99974	0.34151	0.35754	0.71823


canister-N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
2-canister	J-55:	0.99969	0.99986	0.99904	0.99973	0.34855	0.25834	0.81817
2-desk-1  	J-55:	0.99967	0.99976	0.99904	0.99973	0.34855	0.25834	0.81817
2-sofa-2  	J-55:	0.99963	0.99958	0.99904	0.99973	0.34855	0.25834	0.81817
3-bed     	J-55:	0.99951	1.00000	0.99838	0.99961	0.29676	0.33804	0.80820


clock   -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
2-cooker-2	J-1:	0.99973	0.99975	0.99932	0.99978	0.34855	0.25834	0.81817
1-clock-2 	J-1:	0.99963	0.99962	0.99945	0.99966	0.35217	0.25676	0.80836
0-clock-1 	J-1:	0.99961	0.99959	0.99913	0.99972	0.34151	0.35754	0.71823
0-bed     	J-1:	0.99951	0.99910	0.99913	0.99970	0.34151	0.35754	0.71823


computer-N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
4-computer	J-56:	0.99980	1.00000	0.99831	0.99986	0.64667	0.18738	0.69787
1-computer	J-56:	0.99973	1.00000	0.99905	0.99975	0.35217	0.25676	0.80836
3-refriger	J-56:	0.99965	0.99977	0.99837	0.99985	0.29676	0.33804	0.80820
0-chair   	J-56:	0.99961	0.99967	0.99905	0.99971	0.34151	0.35754	0.71823


desk    -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
2-desk-1  	J-63:	0.99963	0.99976	0.99848	0.99975	0.34855	0.25834	0.81817
5-bowl    	J-63:	0.99961	1.00000	0.99764	0.99962	0.78987	0.21241	0.59885
